ClientNum,Throughput,Latency_ms,ValueSize,WriteRatio
260, 5043.537231, 60.000000, 1024, 0.05
260, 5208.137705, 64.000000, 1024, 0.05
260, 5134.507760, 62.000000, 1024, 0.05
260, 5474.570682, 65.000000, 1024, 0.05
280, 4756.948045, 72.000000, 1024, 0.05
280, 5223.577957, 70.000000, 1024, 0.05
280, 5180.456074, 73.000000, 1024, 0.05
280, 5169.682386, 89.000000, 1024, 0.05
280, 4769.087630, 84.000000, 1024, 0.05
300, 5377.109471, 74.000000, 1024, 0.05
300, 5148.307484, 78.000000, 1024, 0.05
300, 4871.004016, 81.000000, 1024, 0.05
300, 5120.077265, 78.000000, 1024, 0.05
300, 5019.751835, 67.000000, 1024, 0.05
20, 4621.056329, 7.000000, 1024, 0.5
20, 3776.168536, 7.000000, 1024, 0.5
20, 3853.507162, 7.000000, 1024, 0.5
20, 4481.365870, 7.000000, 1024, 0.5
20, 4707.819589, 6.000000, 1024, 0.5
40, 3551.435839, 19.000000, 1024, 0.5
40, 4063.772892, 20.000000, 1024, 0.5
40, 4242.630753, 17.000000, 1024, 0.5
40, 3277.831232, 24.000000, 1024, 0.5
40, 3685.099389, 22.000000, 1024, 0.5
60, 3813.809375, 30.000000, 1024, 0.5
60, 3577.318548, 35.000000, 1024, 0.5
60, 3740.706722, 29.000000, 1024, 0.5
60, 3339.707145, 38.000000, 1024, 0.5
60, 3691.375479, 32.000000, 1024, 0.5
80, 3444.916813, 53.000000, 1024, 0.5
80, 3523.318366, 45.000000, 1024, 0.5
80, 3822.779590, 39.000000, 1024, 0.5
80, 3584.982569, 45.000000, 1024, 0.5
100, 3548.080261, 55.000000, 1024, 0.5
100, 3124.265832, 63.000000, 1024, 0.5
100, 3509.878939, 57.000000, 1024, 0.5
100, 3453.260786, 63.000000, 1024, 0.5
100, 2939.044087, 71.000000, 1024, 0.5
120, 2890.241681, 88.000000, 1024, 0.5
120, 3740.449934, 70.000000, 1024, 0.5
120, 2931.695853, 82.000000, 1024, 0.5
120, 2862.214757, 88.000000, 1024, 0.5
120, 3522.459781, 64.000000, 1024, 0.5
140, 3432.529830, 83.000000, 1024, 0.5
140, 2790.108574, 98.000000, 1024, 0.5
140, 3602.161350, 81.000000, 1024, 0.5
140, 3013.212838, 99.000000, 1024, 0.5
140, 2994.239629, 89.000000, 1024, 0.5
160, 3126.827410, 105.000000, 1024, 0.5
160, 3531.760563, 101.000000, 1024, 0.5
160, 3372.740866, 95.000000, 1024, 0.5
160, 2978.083881, 104.000000, 1024, 0.5
160, 3076.565468, 113.000000, 1024, 0.5
180, 3241.910875, 125.000000, 1024, 0.5
180, 3547.845880, 105.000000, 1024, 0.5
180, 3408.969507, 124.000000, 1024, 0.5
180, 3171.741090, 117.000000, 1024, 0.5
180, 3367.204273, 119.000000, 1024, 0.5
200, 3168.860998, 138.000000, 1024, 0.5
200, 2967.581766, 133.000000, 1024, 0.5
200, 3102.008633, 138.000000, 1024, 0.5
200, 3207.845668, 133.000000, 1024, 0.5
200, 3188.982935, 145.000000, 1024, 0.5
220, 3405.096024, 125.000000, 1024, 0.5
220, 2974.071460, 148.000000, 1024, 0.5
220, 3221.161417, 152.000000, 1024, 0.5
220, 2995.133319, 145.000000, 1024, 0.5
220, 3406.696092, 137.000000, 1024, 0.5
240, 3305.137341, 152.000000, 1024, 0.5
240, 3264.487566, 148.000000, 1024, 0.5
240, 3189.286786, 153.000000, 1024, 0.5
240, 3371.619921, 159.000000, 1024, 0.5
240, 2944.109852, 168.000000, 1024, 0.5
260, 3354.958828, 174.000000, 1024, 0.5
260, 3546.562122, 159.000000, 1024, 0.5
260, 3318.353312, 184.000000, 1024, 0.5
260, 3539.074057, 137.000000, 1024, 0.5
260, 3121.600365, 159.000000, 1024, 0.5
280, 3348.785453, 184.000000, 1024, 0.5
280, 3405.814120, 166.000000, 1024, 0.5
280, 3101.237383, 175.000000, 1024, 0.5
280, 3042.125570, 196.000000, 1024, 0.5
280, 3572.833034, 153.000000, 1024, 0.5
300, 3611.835531, 184.000000, 1024, 0.5
300, 2999.358016, 202.000000, 1024, 0.5
300, 2849.620249, 193.000000, 1024, 0.5
300, 3357.535440, 188.000000, 1024, 0.5
300, 3071.664323, 198.000000, 1024, 0.5
20, 3213.657915, 11.000000, 1024, 0.95
20, 3609.721912, 10.000000, 1024, 0.95
20, 3479.182783, 11.000000, 1024, 0.95
